WPPostId,CommonName,ObservationLocation,HasImage,ImageURL,HasGPS,Latitude,Longitude
200311,Ruby-throated Hummingbird (male),Gavins Pond Rd.,true,https://sharonfoc.org/wp-content/uploads/2026/04/Hummingbird-4-29-26-725pm-scaled.jpeg,false,,
200319,White-throated Sparrow,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2026/04/White-throated-sparrow-4-29-26-1005am.jpeg,false,,
200316,Wild Turkey,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2026/04/Wild-turkey-4-29-26-10am.jpeg,false,,
200323,Eastern chipmunk,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2026/04/Chipmunk-4-29-26-945am.jpeg,false,,
200293,Field Sparrow,Moose Hill Farm (The Trustees of Reservations,true,https://sharonfoc.org/wp-content/uploads/2026/04/Field-sparrow-4-28-26-1115am.jpeg,false,,
200283,Blue-winged Warbler,Moose Hill Farm (The Trustees of Reservations),true,https://sharonfoc.org/wp-content/uploads/2026/04/Blue-winged-warbler-4-28-26-1010am.jpeg,false,,
200278,Prairie Warbler,Moose Hill Farm (The Trustees of Reservations),true,https://sharonfoc.org/wp-content/uploads/2026/04/Prairie-warbler-4-28-26-945am.jpeg,false,,
200297,American Kestrel (a.k.a. sparrow hawk),Moose Hill Farm (The Trustees of Reservations),true,https://sharonfoc.org/wp-content/uploads/2026/04/Kestrel-4-28-26-910am.jpeg,false,,
200300,Blue Jay,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2026/04/Two-blue-jays-4-28-26-840am.jpeg,false,,
200267,Pine Warbler,Beaver Brook Trail near train station,true,https://sharonfoc.org/wp-content/uploads/2026/04/Pine-warbler-4-27-26-10-30am.jpeg,false,,
200271,Lesser Periwinkle,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2026/04/Lsser-periwinkle-4-27-26-9-00-am-scaled.jpeg,false,,
200274,Common Blue Violet,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2026/05/Common-blue-violet-5-15-26-1130am.jpeg,false,,
200249,Redwing blackbird,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2026/04/Redwing-blackbird-4-24-26-1035am.jpeg,false,,
200240,Tufted Titmouse,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2026/04/Tufted-titmouse-4-24-26-1031am.jpeg,false,,
200244,Ruby-crowned Kinglet,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2026/04/Ruby-crowned-kinglet-4-24-26-850am.jpeg,false,,
200237,Narrow-leaved Spring Beauty,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2026/04/Narrow-leaved-spring-beauty-4-24-26-805am-scaled.jpeg,false,,
200227,Eastern Bluebird,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2026/04/Bluebird-4-23-26-714am.jpeg,false,,
200230,American Lady butterfly,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2026/04/Americn-Lady-4-23-26-859am-scaled.jpeg,false,,
200205,Palm Warbler,Moose Hill Audubon Wildlife Sanctuary (Billings Loop),true,https://sharonfoc.org/wp-content/uploads/2026/04/Palm-warbler-4-21-26.jpeg,false,,
200214,Tree Swallow,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2026/04/Tree-swallow-4-21-26-7am.jpeg,false,,
200198,Blue-headed Vireo,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2026/04/blue-headed-vireo-4-20-26.jpeg,false,,
200186,Hermit Thrush,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2026/04/hermit-thrush-4-18-26-scaled.jpeg,false,,
200201,European Field Pansy,Wolomolopoag St. near Ward’s Berry Farm,true,https://sharonfoc.org/wp-content/uploads/2026/04/European-Field-Pansy-4-15-26-1015am-scaled.jpeg,false,,
200191,Red Deadnettle,Wolomolopoag St. by Ward’s Berry Farm,true,https://sharonfoc.org/wp-content/uploads/2026/04/Red-Deadnettle1-4-15-26-10-20-am-scaled.jpeg,false,,
200169,Opossum,Old Post Road,true,https://sharonfoc.org/wp-content/uploads/2026/02/Opossum.jpeg,false,,
200155,Eastern Milk Snake,"Moose Hill Bluff Trail, on top of second west facing overlook",true,https://sharonfoc.org/wp-content/uploads/ninja-forms/10/IMG_5886-1.jpeg,true,42.113216666666666,-71.21698055555555
200139,Long-tailed weasel,Furnace St.,true,https://sharonfoc.org/wp-content/uploads/2025/08/Long-tailed-weasel-8-16-25-1145am-scaled.jpeg,false,,
200142,Tiger Bee Fly,Gavins Pond Rd.,true,https://sharonfoc.org/wp-content/uploads/2025/08/Tiger-Bee-Fly-8-14-25-1245pm-scaled.jpeg,false,,
200095,Catalpa tree,Off Bay Road,true,https://sharonfoc.org/wp-content/uploads/ninja-forms/10/PXL_20250622_163023522.MP2_-scaled.jpg,true,42.08946944444445,-71.14154444444445
200146,Franklin Tree,Sharon Historical Society museum building at 16 High St.,true,https://sharonfoc.org/wp-content/uploads/2025/08/Franklin-Tree-scaled.jpeg,false,,
200106,Tall Meadow Rue,Moose Hill Farm (TTOR),true,https://sharonfoc.org/wp-content/uploads/2025/06/Tall-meadow-rue-6-21-25-511pm.jpeg,false,,
200101,Common Mugwort,Moose Hill Farm (TTOR),true,https://sharonfoc.org/wp-content/uploads/2025/06/Common-Mugwort-6-21-25-510pm-scaled.jpeg,false,,
200098,Eastern Bluebird,Moose Hill Farm (TTOR),true,https://sharonfoc.org/wp-content/uploads/2025/06/Bluebird-6-21-25-5pm.jpeg,false,,
200110,Eastern Wood-Pewee,Moose Hill Farm (TTOR),true,https://sharonfoc.org/wp-content/uploads/2025/06/Wood-Pewee-6-21-25-440pm.jpeg,false,,
200116,Hay-scented Fern,Moose Hill Farm (TTOR),true,https://sharonfoc.org/wp-content/uploads/2025/06/Hay-scented-fern-6-21-25-431pm-scaled.jpeg,false,,
200119,Interrupted fern,Moose Hill Farm (TTOR),true,https://sharonfoc.org/wp-content/uploads/2025/06/Interrupted-fern-6-21-25-430pm-scaled.jpeg,false,,
200122,Indigo Bunting,Moose Hill Farm (TTOR) under the power lines,true,https://sharonfoc.org/wp-content/uploads/2025/06/Indigo-bunting-6-21-25-4pm-1.jpeg,false,,
200126,Prairie Warbler,Moose Hill Farm (TTOR),true,https://sharonfoc.org/wp-content/uploads/2025/06/Prairie-warbler-6-21-25-350pm.jpeg,false,,
200129,Spicebush Swallowtail butterfly,Moose Hill Farm (T.T.O.R.),true,https://sharonfoc.org/wp-content/uploads/2025/06/Spicebush-Swallowtail-6-21-25.jpeg,false,,
200088,Great Blue Heron,Mattakesett Circle,true,https://sharonfoc.org/wp-content/uploads/2025/06/Great-Blue-Heron-Judy-Karlin-6-15-25.jpeg,false,,
200069,Black-and-white warbler,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Black-and-white-warbler-head-stripes2.jpeg,false,,
200064,Cedar Waxwing,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Cedar-waxwing-5-18-25-840am.jpeg,false,,
200035,Yellow Star Grass,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Yellow-star-grass-5-17-25-901am-scaled.jpeg,false,,
200032,Red-breasted Nuthatch,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Red-breasted-nuthatch-5-17-25-11am.jpeg,false,,
200026,Red-eyed Vireo,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Red-eyed-vireo-5-17-25-914am.jpeg,false,,
200058,Northern Cardinal,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Cardinal-5-17-25-830am.jpeg,false,,
200039,Blue-winged warbler,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Blue-winged-warbler-5-17-25-8am.jpeg,false,,
200047,Dame’s Rocket,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Dames-Rocket-5-17-25-645am-scaled.jpeg,false,,
200012,Bobolink,The TrustMoose Hill Farm (formerly the Kendall Estate),true,https://sharonfoc.org/wp-content/uploads/2025/05/Bobolink-5-15-25-311pm-1.jpeg,false,,
199990,Bird’s Foot Violet,under power lines across the street from Ward’s Berry Farm,true,https://sharonfoc.org/wp-content/uploads/2025/05/Birds-foot-violet-5-14-25-429pm-scaled.jpeg,false,,
199982,Prairie Warbler,Under the power lines across the street from Ward’s Berry Farm,true,https://sharonfoc.org/wp-content/uploads/2025/05/Prairie-warbler-5-14-25-359pm.jpeg,false,,
199995,White Bog Violet,under power lines across the street from Ward’s Berry Farm,true,https://sharonfoc.org/wp-content/uploads/2025/05/White-bog-violet-5-14-25-329pm.jpeg,false,,
200053,Yellow Woodsorrel,4 Gavins Pond Road,true,https://sharonfoc.org/wp-content/uploads/2025/05/Slender-yellow-woodsorrel-5-14-25-330pm-scaled.jpeg,false,,
199978,Starflower,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Northern-Star-Flower-5-14-25-1055am-scaled.jpeg,false,,
199973,Veery,Moose Hill Audubon Wildlife Sanctuary (Billings Loop),true,https://sharonfoc.org/wp-content/uploads/2025/05/Veery-5-14-25-628am.jpeg,false,,
199960,Purle Martin,Moose Hill Audubon Farm (S. Main St.),true,https://sharonfoc.org/wp-content/uploads/2025/05/Purple-martin-colony-5-13-25-849am-scaled.jpeg,false,,
199965,American Goldfinch,Moose Hill Audubon Wildlife Sanctuary (Billings Loop),true,https://sharonfoc.org/wp-content/uploads/2025/05/Goldfinch-5-13-25-8am.jpeg,false,,
199969,Blackburnian Warbler,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Blackburnian-warbler-5-13-25-725am.jpeg,false,,
199947,Black-throated Green Warbler,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Black-throated-green-warbler-5-12-25-916am.jpeg,false,,
199942,American redstart,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/American-redstart-5-12-25-844am.jpeg,false,,
199951,Magnolia Warbler,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Magnolia-warbler-5-12-25-829am.jpeg,false,,
199956,Red Squirrel,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Red-squirrel-5-12-25-715am.jpeg,false,,
199909,Red-eyed Vireo,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Red-eyed-vireo-5-11-25-1130am.jpeg,false,,
199914,Blue-winged Warbler,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Blue-winged-warbler-5-11-25-1116am.jpeg,false,,
199918,Prairie Warbler,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Prairie-warbler-5-11-25-1040am.jpeg,false,,
199925,Field Sparrow,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Field-sparrow-5-11-25-936am.jpeg,false,,
199938,Eastern chipmunk,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Chipmunk-5-11-25-955am.jpeg,false,,
199935,Great Crested flycatcher,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Great-crested-flycatcher-5-11-25-850am.jpeg,false,,
199931,Black-throated Blue Warbler,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Black-throated-blue-warbler-5-11-25-655am.jpeg,false,,
199895,Dogwood,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Eastern-flowering-dogwood-5-9-25-929am.jpeg,false,,
199904,Black-capped Chickadee,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Black-capped-chickadee-5-9-25-905am.jpeg,false,,
199889,Common Yellowthroat,Moose Hill Audubon Wildlife Sanctuary (boardwalk),true,https://sharonfoc.org/wp-content/uploads/2025/05/Common-Yellowthroat-5-9-25-830am.jpeg,false,,
199892,Gray Catbird,Moose Hill Audubon WIldlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Gray-catbird-5-9-25-8am.jpeg,false,,
199881,Six-spotted tiger beetle,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Six-spotted-tiger-beetle-5-8-25-1110am.jpeg,false,,
199871,Blue-gray Gnatcatcher,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Blue-gray-gnatcatcher-5-8-25-1050am.jpeg,false,,
199884,Carolina Allspice,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Carolina-allspice-5-8-25-720am.jpeg,false,,
199857,Wood thrush,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Wood-thrush-5-7-25-10am.jpeg,false,,
199853,Marsh Blue Violet,Moose Hill Audubon Wildlife Sanctuary (boardwalk),true,https://sharonfoc.org/wp-content/uploads/2025/05/Marsh-blue-violet-5-7-25-9am-scaled.jpeg,false,,
199862,Yellow-rumped Warbler,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Yellow-rumped-warbler-5-7-25-8-16am.jpeg,false,,
199868,Scarlet Tanager,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Scarlet-tanager-5-7-25-730am.jpeg,false,,
199849,Carolina Silverbell tree,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Carolina-Silverbells-5-4-25-1145am.jpeg,false,,
199844,Blue Jay,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Blue-Jay-5-4-25-959am.jpeg,false,,
199837,Ovenbird,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Ovenbird-5-4-25-901aam.jpeg,false,,
199841,Eastern Bluebird,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Bluebird-5-4-25-820am.jpeg,false,,
199830,Scarlet Tanager,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Scarlet-tanager-5-3-25-945am.jpeg,false,,
199824,Worm-eating Warbler,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Worm-eating-warbler-5-3-25-915am.jpeg,false,,
199833,Yellow-rumped Warbler (a.k.a. Myrtle Warbler),Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Yellow-rumped-warbler-5-3-25-830am.jpeg,false,,
199820,Baltimore Oriole,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Baltimore-Oriole-5-2-25-1015am.jpeg,false,,
199814,White-breasted nuthatch,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/White-breasted-nuthatch-5-2-25-scaled.jpeg,false,,
199811,Wood Anemone,Moose Hill Farm (TTOR),true,https://sharonfoc.org/wp-content/uploads/2025/05/Wood-Anemone-5-1-25-830am-scaled.jpeg,false,,
200023,Lincoln’s sparrow,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Lincolns-sparrow-Deb-Radovsky-5-1-25-8am.jpeg,false,,
199807,Wild Turkey,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Wild-turkey-4-28-25-801am.jpeg,false,,
199802,Pileated Woodpecker,Moose Hill Audubon Wildlife Sanctuary,false,,false,,
199789,Ruby-crowned Kinglet,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/05/Ruby-crowned-kinglet-4-24-25-730-am.jpeg,false,,
199765,Rock Greenshield Lichen,near Gavins Pond,true,https://sharonfoc.org/wp-content/uploads/2025/04/Rock-Greenshield-lichen-4-23-25-11am-scaled.jpeg,false,,
199756,Pine Warbler,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/04/Pine-warbler-4-23-25.jpeg,false,,
199753,Eastern Towhee (male),Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/04/Eastern-towhee-4-23-25-930am.jpeg,false,,
199761,Narrow-leaved Spring Beauty,Sharon,true,https://sharonfoc.org/wp-content/uploads/2025/05/Narrow-leaved-spring-beauty-4-25-25-930am-scaled.jpeg,false,,
199750,Eastern Bluebird,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/04/Bluebird-4-23-25-830am.jpeg,false,,
199177,Song Sparrow,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/04/Song-sparrow-4-23-25-830am.jpeg,false,,
199742,White-throated Sparrow,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2025/04/White-throated-sparrow-4-23-25-8am.jpeg,false,,
199682,Eastern Bluebird,Mansfield Street,true,https://sharonfoc.org/wp-content/uploads/ninja-forms/10/IMG_0195.jpeg,false,,
199671,Cooper’s hawk,Old Post Rd,true,https://sharonfoc.org/wp-content/uploads/2025/03/Zaniewskis-Coopers-hawk-12-28-24-video-MP4.mp4,false,,
199711,Snowy Owl,Lake Massapoag,true,https://sharonfoc.org/wp-content/uploads/ninja-forms/10/PXL_20241117_193837156.MP_.png,false,,
199646,Red-tailed Hawk,"Moose Hill Audubon Wildlife Sanctuary, Billings Loop",true,https://sharonfoc.org/wp-content/uploads/2024/11/Screenshot-2024-11-13-at-6.44.09 PM.jpg,false,,
199674,Cross Orbweaver spider,4 Gavins Pond Road,true,https://sharonfoc.org/wp-content/uploads/2025/03/Cross-Orbweaver-11-3-24-noon.jpeg,false,,
199642,Eastern Bluebird,Moose Hill Audubon Wildlife Sanctuary &#8211; large field near barn,false,,false,,
199609,Isabella Tiger Moth caterpillar (a.k.a. banded wooly bear),near Ward’s Berry Farm,true,https://sharonfoc.org/wp-content/uploads/2024/10/Isabella-Tiger-Moth-caterpillar-10-10-24-1pm-scaled.jpeg,false,,
199623,American Black Bear,Off Wolomolopoag near Chase Dr. & E. Foxboro St.,true,https://sharonfoc.org/wp-content/uploads/2024/10/Black-bear-10-5-24-Old-Wolomolo.jpeg,false,,
199627,American Black Bear,Agawam Rd. near Chase Dr.,true,https://sharonfoc.org/wp-content/uploads/2024/10/Black-Bear-Agawam-Rd-10-3-24.jpeg,false,,
199602,Primrose-leaf Violet,Rattlesnake Hill trail,true,https://sharonfoc.org/wp-content/uploads/ninja-forms/10/IMG_1850.jpg,false,,
199584,Pink-Spotted Lady Beetle,Ward’s Berry Farm,true,https://sharonfoc.org/wp-content/uploads/2024/09/Pink-spotted-lady-beetle-9-28-24-4pm.jpeg,false,,
199590,Marbled Orbweaver Spider,Borderland State Park,true,https://sharonfoc.org/wp-content/uploads/2024/10/Marbled-orbweaver-9-28-24-3pm-John-Baur.jpeg,false,,
199593,Timber Rattlesnake,Bishop Road,true,https://sharonfoc.org/wp-content/uploads/ninja-forms/10/IMG_4433.jpeg,false,,
199600,Marbled Orbweaver Spider,Moose Hill area,true,https://sharonfoc.org/wp-content/uploads/ninja-forms/10/marbledorbweaver.jpg,false,,
199569,Belted Kingfisher,Borderland State Park (Morse Loop Cedar Swamp),true,https://sharonfoc.org/wp-content/uploads/ninja-forms/10/IMG_7229.jpeg,false,,
199577,Hairy Mountain Mint,Nstar high tension line property near Old Post Rd,false,,false,,
199579,Chocolate Tube Slime Mold,Borderland State Park,true,https://sharonfoc.org/wp-content/uploads/2024/09/Chocolate-Tube-Slime-9-13-24-139pm-scaled.jpeg,false,,
199571,Black-staining Polypore,beside Wolomolopoag St.,true,https://sharonfoc.org/wp-content/uploads/2024/09/Black-staining-polypore-8-10-24-235pm-scaled.jpeg,false,,
199557,Short-tailed Weasel,302 Mansfield St.,false,,false,,
199563,Polyphemus Moth,Moose Hill,true,https://sharonfoc.org/wp-content/uploads/ninja-forms/10/IMG_0988.jpeg,true,42.123225,-71.20178888888888
199541,Barred Owl,Top of the bend on Moose Hill Street,true,https://sharonfoc.org/wp-content/uploads/2024/07/Barred-owl-Bruce-Lewis-7-6-24-5pm.jpeg,false,,
199520,Yellow-billed Cuckoo,Moose Hill Audubon Wildlife Sanctuary,true,https://sharonfoc.org/wp-content/uploads/2024/07/yellow-billed-cuckoo.m4a,false,,
199523,American Beech Tree,Massapoag Brook trail between Ames St. and Mann’s Pond,true,https://sharonfoc.org/wp-content/uploads/2024/07/American-Beech-diseased-6-27-24-scaled.jpeg,false,,
